0, 0
540.3023058681398, 841.4709848078965
1080.6046117362796, 1673.131969615793
1620.9069176044195, 2494.9829544236895
2161.209223472559, 3307.023939231586
2701.511529340699, 4109.254924039483
3241.8138352088386, 4901.675908847379
3782.1161410769782, 5684.286893655276
4322.418446945118, 6457.087878463173
4862.7207528132585, 7220.07886327107
5403.023058681399, 7973.2598480789675
5943.325364549539, 8716.630832886865
6483.627670417679, 9450.191817694762
7023.929976285819, 10173.94280250266
7564.232282153959, 10887.883787310557
8104.534588022099, 11592.014772118455
8644.836893890239, 12286.335756926352
9185.139199758378, 12970.846741734249
9725.441505626517, 13645.547726542147
10265.743811494656, 14310.438711350045
10806.046117362795, 14965.519696157942
11346.348423230935, 15610.79068096584
11886.650729099074, 16246.251665773738
12426.953034967213, 16871.902650581636
12967.255340835352, 17487.743635389535
13507.557646703492, 18093.774620197433
14047.85995257163, 18689.99560500533
14588.16225843977, 19276.40658981323
15128.46456430791, 19853.007574621126
15668.766870176049, 20419.798559429022
16209.069176044188, 20976.77954423692
16749.371481912327, 21523.950529044818
17289.673787780466, 22061.311513852717
17829.976093648605, 22588.862498660616
18370.278399516745, 23106.603483468512
18910.580705384884, 23614.53446827641
19450.883011253023, 24112.65545308431
19991.185317121162, 24600.966437892206
20531.4876229893, 25079.467422700105
21071.78992885744, 25548.158407508003
21612.09223472558, 26007.039392315903
22152.39454059372, 26456.1103771238
22692.69684646186, 26895.3713619317
23232.999152329998, 27324.8223467396
23773.301458198137, 27744.463331547497
24313.603764066276, 28154.294316355394
24853.906069934415, 28554.315301163293
25394.208375802555, 28944.52628597119
25934.510681670694, 29324.927270779088
26474.812987538833, 29695.518255586987
27015.115293406972, 30056.299240394885
27555.41759927511, 30407.27022520278
28095.71990514325, 30748.43121001068
28636.02221101139, 31079.782194818577
29176.32451687953, 31401.323179626477
29716.62682274767, 31713.054164434376
30256.929128615808, 32014.975149242273
30797.231434483947, 32307.086134050172
31337.533740352086, 32589.38711885807
31877.836046220225, 32861.87810366597
32418.138352088365, 33124.55908847387
32958.440657956504, 33377.43007328177
33498.74296382465, 33620.49105808967
34039.04526969279, 33853.74204289757
34579.34757556093, 34077.18302770547
35119.649881429075, 34290.814012513365
35659.95218729722, 34494.634997321264
36200.25449316536, 34688.645982129165
36740.556799033504, 34872.84696693706
37280.85910490165, 35047.23795174496
37821.16141076979, 35211.81893655286
38361.46371663793, 35366.589921360755
38901.766022506075, 35511.55090616865
39442.06832837422, 35646.701890976554
39982.37063424236, 35772.04287578445
40522.672940110504, 35887.57386059235
41062.97524597865, 35993.29484540025
41603.27755184679, 36089.20583020814
42143.57985771493, 36175.30681501604
42683.882163583075, 36251.59779982394
43224.18446945122, 36318.078784631834
43764.48677531936, 36374.74976943973
44304.789081187504, 36421.61075424763
44845.09138705565, 36458.661739055526
45385.39369292379, 36485.90272386342
45925.69599879193, 36503.33370867132
46465.998304660076, 36510.95469347922
47006.30061052822, 36508.76567828712
47546.60291639636, 36496.76666309502
48086.905222264504, 36474.95764790292
48627.20752813265, 36443.33863271082
49167.50983400079, 36401.909617518715
49707.81213986893, 36350.670602326616
50248.114445737076, 36289.62158713451
50788.41675160522, 36218.76257194241
51328.71905747336, 36138.09355675031
51869.021363341504, 36047.61454155821
52409.32366920965, 35947.325526366105
52949.62597507779, 35837.226511174005
53489.92828094593, 35717.3174959819
54030.230586814076, 35587.5984807898
54570.53289268222, 35448.0694655977
55110.83519855036, 35298.730450405594
55651.137504418504, 35139.58143521349
56191.43981028665, 34970.62242002139
56731.74211615479, 34791.853404829286
57272.04442202293, 34603.27438963718
57812.346727891076, 34404.88537444508
58352.64903375922, 34196.68635925298
58892.95133962736, 33978.677344060874
59433.253645495504, 33750.85832886877
59973.55595136365, 33513.229313676675
60513.85825723179, 33265.79029848457
61054.16056309993, 33008.54128329247
61594.462868968076, 32741.482268100368
62134.76517483622, 32464.613252908268
62675.06748070436, 32177.934237716167
63215.369786572504, 31881.445222524064
63755.67209244065, 31575.146207331964
64295.97439830879, 31259.037192139862
64836.27670417693, 30933.11817694776
65376.579010045076, 30597.38916175566
65916.88131591321, 30251.850146563556
66457.18362178135, 29896.501131371453
66997.4859276495, 29531.342116179352
67537.78823351764, 29156.37310098725
68078.09053938578, 28771.594085795146
68618.39284525393, 28377.005070603045
69158.69515112207, 27972.606055410943
69698.99745699021, 27558.397040218842
70239.29976285835, 27134.37802502674
70779.6020687265, 26700.549009834638
71319.90437459464, 26256.909994642538
71860.20668046278, 25803.460979450436
72400.50898633093, 25340.201964258333
72940.81129219907, 24867.132949066232
73481.11359806721, 24384.25393387413
74021.41590393535, 23891.564918682026
74561.7182098035, 23389.065903489925
75102.02051567164, 22876.756888297823
75642.32282153978, 22354.63787310572
76182.62512740793, 21822.708857913618
76722.92743327607, 21280.969842721515
77263.22973914421, 20729.420827529415
77803.53204501235, 20168.061812337313
78343.8343508805, 19596.89279714521
78884.13665674864, 19015.91378195311
79424.43896261678, 18425.124766761008
79964.74126848493, 17824.525751568908
80505.04357435307, 17214.116736376807
81045.34588022121, 16593.897721184705
81585.64818608935, 15963.868705992603
82125.9504919575, 15324.029690800502
82666.25279782564, 14674.380675608401
83206.55510369378, 14014.921660416301
83746.85740956193, 13345.6526452242
84287.15971543007, 12666.573630032099
84827.46202129821, 11977.684614839998
85367.76432716635, 11278.985599647898
85908.0666330345, 10570.476584455797
86448.36893890264, 9852.157569263696
86988.67124477078, 9124.028554071596
87528.97355063893, 8386.089538879496
